fg,nc,nt
FGRAMPH1_01T15049,NCU01542,NEUTE1DRAFT_122911
FGRAMPH1_01T15061,NCU09347,NEUTE1DRAFT_83096
FGRAMPH1_01T15065,NCU09350,NEUTE1DRAFT_83089
FGRAMPH1_01T15071,NCU09342,NEUTE1DRAFT_138314
FGRAMPH1_01T15077,NCU09352,NEUTE1DRAFT_83087
FGRAMPH1_01T15083,NCU01569,NEUTE1DRAFT_122933
FGRAMPH1_01T15085,NCU01568,NEUTE1DRAFT_130360
FGRAMPH1_01T15087,NCU01555,NEUTE1DRAFT_117300
FGRAMPH1_01T15089,NCU01559,NEUTE1DRAFT_122926
FGRAMPH1_01T15099,NCU01564,NEUTE1DRAFT_83558
FGRAMPH1_01T15101,NCU01565,NEUTE1DRAFT_83561
FGRAMPH1_01T15105,NCU03567,NEUTE1DRAFT_84875
FGRAMPH1_01T15111,NCU01487,NEUTE1DRAFT_117268
FGRAMPH1_01T15115,NCU01490,NEUTE1DRAFT_83429
FGRAMPH1_01T15117,NCU01491,NEUTE1DRAFT_44836
FGRAMPH1_01T15119,NCU08468,NEUTE1DRAFT_44579
FGRAMPH1_01T15145,NCU01796,NEUTE1DRAFT_65254
FGRAMPH1_01T15153,NCU01797,NEUTE1DRAFT_65256
FGRAMPH1_01T15155,NCU01798,NEUTE1DRAFT_130498
FGRAMPH1_01T15157,NCU09594,NEUTE1DRAFT_66218
FGRAMPH1_01T15159,NCU03563,NEUTE1DRAFT_84862
FGRAMPH1_01T15161,NCU03564,NEUTE1DRAFT_123477
FGRAMPH1_01T15163,NCU08706,NEUTE1DRAFT_83275
FGRAMPH1_01T15165,NCU01696,NEUTE1DRAFT_147145
FGRAMPH1_01T15167,NCU01697,NEUTE1DRAFT_83762
FGRAMPH1_01T15169,NCU01698,NEUTE1DRAFT_95261
FGRAMPH1_01T15175,NCU08518,NEUTE1DRAFT_64719
FGRAMPH1_01T15179,NCU10036,NEUTE1DRAFT_130300
FGRAMPH1_01T15181,NCU10035,NEUTE1DRAFT_130301
FGRAMPH1_01T15185,NCU16572,NEUTE1DRAFT_83406
FGRAMPH1_01T15187,NCU10907,NEUTE1DRAFT_130304
FGRAMPH1_01T15189,NCU01481,NEUTE1DRAFT_147008
FGRAMPH1_01T15195,NCU01485,NEUTE1DRAFT_101579
FGRAMPH1_01T15205,NCU01503,NEUTE1DRAFT_130319
FGRAMPH1_01T15207,NCU01502,NEUTE1DRAFT_83449
FGRAMPH1_01T15209,NCU01501,NEUTE1DRAFT_147020
FGRAMPH1_01T15217,NCU06766,NEUTE1DRAFT_123167
FGRAMPH1_01T15221,NCU06764,NEUTE1DRAFT_117443
FGRAMPH1_01T15223,NCU06763,NEUTE1DRAFT_123164
FGRAMPH1_01T15225,NCU06762,NEUTE1DRAFT_130561
FGRAMPH1_01T15227,NCU06761,NEUTE1DRAFT_117442
FGRAMPH1_01T15231,NCU01495,NEUTE1DRAFT_43942
FGRAMPH1_01T15235,NCU06760,NEUTE1DRAFT_111129
FGRAMPH1_01T15241,NCU01498,NEUTE1DRAFT_130314
FGRAMPH1_01T15247,NCU09581,NEUTE1DRAFT_147775
FGRAMPH1_01T15257,NCU08421,NEUTE1DRAFT_122754
FGRAMPH1_01T15259,NCU08420,NEUTE1DRAFT_122755
FGRAMPH1_01T15267,NCU08709,NEUTE1DRAFT_83267
FGRAMPH1_01T15325,NCU08445,NEUTE1DRAFT_83111
FGRAMPH1_01T15329,NCU09561,NEUTE1DRAFT_88621
FGRAMPH1_01T15335,NCU09559,NEUTE1DRAFT_131038
FGRAMPH1_01T15359,NCU09400,NEUTE1DRAFT_66736
FGRAMPH1_01T15373,NCU11348,NEUTE1DRAFT_115615
FGRAMPH1_01T15381,NCU07166,NEUTE1DRAFT_74801
FGRAMPH1_01T15387,NCU07188,NEUTE1DRAFT_74839
FGRAMPH1_01T15393,NCU07182,NEUTE1DRAFT_115606
FGRAMPH1_01T15399,NCU10166,NEUTE1DRAFT_22837
FGRAMPH1_01T15409,NCU07174,NEUTE1DRAFT_56138
FGRAMPH1_01T15417,NCU07170,NEUTE1DRAFT_119348
FGRAMPH1_01T15419,NCU07169,NEUTE1DRAFT_119346
FGRAMPH1_01T15463,NCU08643,NEUTE1DRAFT_145580
FGRAMPH1_01T15535,NCU04085,NEUTE1DRAFT_87700
FGRAMPH1_01T15559,NCU06747,NEUTE1DRAFT_123145
FGRAMPH1_01T15579,NCU08133,NEUTE1DRAFT_124148
FGRAMPH1_01T15583,NCU00802,NEUTE1DRAFT_149652
FGRAMPH1_01T15585,NCU06548,NEUTE1DRAFT_120807
FGRAMPH1_01T15601,NCU04098,NEUTE1DRAFT_115737
FGRAMPH1_01T15603,NCU04237,NEUTE1DRAFT_115689
FGRAMPH1_01T15607,NCU04292,NEUTE1DRAFT_56468
FGRAMPH1_01T15609,NCU04289,NEUTE1DRAFT_75162
FGRAMPH1_01T15623,NCU06721,NEUTE1DRAFT_75781
FGRAMPH1_01T15659,NCU00606,NEUTE1DRAFT_93015
FGRAMPH1_01T15691,NCU02125,NEUTE1DRAFT_54069
FGRAMPH1_01T15697,NCU04921,NEUTE1DRAFT_120680
FGRAMPH1_01T15745,NCU09883,NEUTE1DRAFT_132947
FGRAMPH1_01T15751,NCU08157,NEUTE1DRAFT_131478
FGRAMPH1_01T15891,NCU09138,NEUTE1DRAFT_72054
FGRAMPH1_01T15933,NCU05887,NEUTE1DRAFT_124286
FGRAMPH1_01T26581,NCU06553,NEUTE1DRAFT_135985
FGRAMPH1_01T23397,NCU09124,NEUTE1DRAFT_125959
FGRAMPH1_01T24477,NCU06488,NEUTE1DRAFT_62513
FGRAMPH1_01T27579,NCU09867,NEUTE1DRAFT_131924
FGRAMPH1_01T23753,NCU03778,NEUTE1DRAFT_76936
FGRAMPH1_01T27643,NCU02018,NEUTE1DRAFT_125391
FGRAMPH1_01T26995,NCU09788,NEUTE1DRAFT_103639
FGRAMPH1_01T23975,NCU08121,NEUTE1DRAFT_33363
FGRAMPH1_01T24111,NCU03629,NEUTE1DRAFT_58522
FGRAMPH1_01T23325,NCU02804,NEUTE1DRAFT_93180
FGRAMPH1_01T26347,NCU06375,NEUTE1DRAFT_40599
FGRAMPH1_01T24881,NCU01268,NEUTE1DRAFT_144164
FGRAMPH1_01T24671,NCU01374,NEUTE1DRAFT_144078
FGRAMPH1_01T24247,NCU00066,NEUTE1DRAFT_81623
FGRAMPH1_01T23001,NCU00077,NEUTE1DRAFT_129633
FGRAMPH1_01T23991,NCU02826,NEUTE1DRAFT_126913
FGRAMPH1_01T27589,NCU09864,NEUTE1DRAFT_124643
FGRAMPH1_01T27077,NCU00565,NEUTE1DRAFT_150819
FGRAMPH1_01T23471,NCU09014,NEUTE1DRAFT_82635
FGRAMPH1_01T27481,NCU04797,NEUTE1DRAFT_87200
FGRAMPH1_01T26915,NCU04757,NEUTE1DRAFT_87103
FGRAMPH1_01T27153,NCU00605,NEUTE1DRAFT_93013
FGRAMPH1_01T23841,NCU03045,NEUTE1DRAFT_126759
FGRAMPH1_01T24499,NCU04908,NEUTE1DRAFT_78087
FGRAMPH1_01T26695,NCU07000,NEUTE1DRAFT_40629
FGRAMPH1_01T22877,NCU00226,NEUTE1DRAFT_81975
FGRAMPH1_01T23375,NCU02671,NEUTE1DRAFT_91862
FGRAMPH1_01T26777,NCU05255,NEUTE1DRAFT_80452
FGRAMPH1_01T24695,NCU00998,NEUTE1DRAFT_58099
FGRAMPH1_01T24549,NCU04172,NEUTE1DRAFT_75392
FGRAMPH1_01T22883,NCU05384,NEUTE1DRAFT_44979
FGRAMPH1_01T24863,NCU01253,NEUTE1DRAFT_76327
FGRAMPH1_01T27139,NCU02467,NEUTE1DRAFT_150582
FGRAMPH1_01T26639,NCU07267,NEUTE1DRAFT_80007
FGRAMPH1_01T24541,NCU01179,NEUTE1DRAFT_57808
FGRAMPH1_01T23767,NCU06111,NEUTE1DRAFT_147926
FGRAMPH1_01T26789,NCU09736,NEUTE1DRAFT_145094
FGRAMPH1_01T25121,NCU01108,NEUTE1DRAFT_36441
FGRAMPH1_01T24891,NCU01440,NEUTE1DRAFT_143891
FGRAMPH1_01T23847,NCU03051,NEUTE1DRAFT_133847
FGRAMPH1_01T26149,NCU02406,NEUTE1DRAFT_85961
FGRAMPH1_01T26431,NCU07719,NEUTE1DRAFT_145121
FGRAMPH1_01T24059,NCU01248,NEUTE1DRAFT_119948
FGRAMPH1_01T27519,NCU03922,NEUTE1DRAFT_118239
FGRAMPH1_01T26439,NCU09929,NEUTE1DRAFT_80287
FGRAMPH1_01T26859,NCU04082,NEUTE1DRAFT_49027
FGRAMPH1_01T22771,NCU00243,NEUTE1DRAFT_42469
FGRAMPH1_01T26517,NCU06368,NEUTE1DRAFT_79035
FGRAMPH1_01T26381,NCU06520,NEUTE1DRAFT_78348
FGRAMPH1_01T25015,NCU06929,NEUTE1DRAFT_85268
FGRAMPH1_01T23459,NCU00496,NEUTE1DRAFT_110344
FGRAMPH1_01T23411,NCU08360,NEUTE1DRAFT_71960
FGRAMPH1_01T23513,NCU00495,NEUTE1DRAFT_82524
FGRAMPH1_01T23343,NCU02635,NEUTE1DRAFT_91925
FGRAMPH1_01T26625,NCU07258,NEUTE1DRAFT_145648
FGRAMPH1_01T24745,NCU03834,NEUTE1DRAFT_120141
FGRAMPH1_01T23417,NCU09309,NEUTE1DRAFT_150254
FGRAMPH1_01T26781,NCU07728,NEUTE1DRAFT_59972
FGRAMPH1_01T23055,NCU00362,NEUTE1DRAFT_129848
FGRAMPH1_01T22621,NCU07529,NEUTE1DRAFT_64056
FGRAMPH1_01T24733,NCU03827,NEUTE1DRAFT_58129
FGRAMPH1_01T24559,NCU04177,NEUTE1DRAFT_36096
FGRAMPH1_01T24309,NCU00041,NEUTE1DRAFT_94828
FGRAMPH1_01T23885,NCU07386,NEUTE1DRAFT_125800
FGRAMPH1_01T27547,NCU04091,NEUTE1DRAFT_131932
FGRAMPH1_01T24639,NCU02519,NEUTE1DRAFT_133628
FGRAMPH1_01T27791,NCU03217,NEUTE1DRAFT_91077
FGRAMPH1_01T23263,NCU03765,NEUTE1DRAFT_76958
FGRAMPH1_01T24667,NCU04654,NEUTE1DRAFT_120414
FGRAMPH1_01T23963,NCU03061,NEUTE1DRAFT_150244
FGRAMPH1_01T24503,NCU01362,NEUTE1DRAFT_76104
FGRAMPH1_01T24085,NCU03752,NEUTE1DRAFT_76989
FGRAMPH1_01T22599,NCU08561,NEUTE1DRAFT_146766
FGRAMPH1_01T23137,NCU07542,NEUTE1DRAFT_117137
FGRAMPH1_01T23695,NCU09525,NEUTE1DRAFT_61981
FGRAMPH1_01T24425,NCU06450,NEUTE1DRAFT_129431
FGRAMPH1_01T26727,NCU04385,NEUTE1DRAFT_60808
FGRAMPH1_01T22497,NCU01215,NEUTE1DRAFT_57720
FGRAMPH1_01T26983,NCU04824,NEUTE1DRAFT_68574
FGRAMPH1_01T25807,NCU09303,NEUTE1DRAFT_147621
FGRAMPH1_01T26477,NCU06336,NEUTE1DRAFT_60425
FGRAMPH1_01T23829,NCU03039,NEUTE1DRAFT_92746
FGRAMPH1_01T23297,NCU07410,NEUTE1DRAFT_125817
FGRAMPH1_01T26741,NCU10762,NEUTE1DRAFT_121235
FGRAMPH1_01T27085,NCU08685,NEUTE1DRAFT_116562
FGRAMPH1_01T22787,NCU00237,NEUTE1DRAFT_129755
FGRAMPH1_01T26045,NCU06870,NEUTE1DRAFT_147718
FGRAMPH1_01T26721,NCU04378,NEUTE1DRAFT_79505
FGRAMPH1_01T24983,NCU09451,NEUTE1DRAFT_85068
FGRAMPH1_01T24769,NCU06704,NEUTE1DRAFT_75828
FGRAMPH1_01T26247,NCU08281,NEUTE1DRAFT_128594
FGRAMPH1_01T23527,NCU00414,NEUTE1DRAFT_63665
FGRAMPH1_01T24875,NCU01260,NEUTE1DRAFT_144168
FGRAMPH1_01T26341,NCU05244,NEUTE1DRAFT_80478
FGRAMPH1_01T24761,NCU03652,NEUTE1DRAFT_77160
FGRAMPH1_01T26605,NCU08828,NEUTE1DRAFT_116654
FGRAMPH1_01T24911,NCU06029,NEUTE1DRAFT_85806
FGRAMPH1_01T24165,NCU03738,NEUTE1DRAFT_135165
FGRAMPH1_01T23017,NCU00072,NEUTE1DRAFT_62960
FGRAMPH1_01T26855,NCU04087,NEUTE1DRAFT_118170
FGRAMPH1_01T26907,NCU04754,NEUTE1DRAFT_118046
FGRAMPH1_01T26893,NCU04741,NEUTE1DRAFT_68383
FGRAMPH1_01T24467,NCU06415,NEUTE1DRAFT_100378
FGRAMPH1_01T23043,NCU00356,NEUTE1DRAFT_122364
FGRAMPH1_01T24829,NCU01201,NEUTE1DRAFT_76439
FGRAMPH1_01T24739,NCU03830,NEUTE1DRAFT_76809
FGRAMPH1_01T23887,NCU02834,NEUTE1DRAFT_125497
FGRAMPH1_01T24419,NCU06441,NEUTE1DRAFT_146088
FGRAMPH1_01T23861,NCU03278,NEUTE1DRAFT_126024
FGRAMPH1_01T26851,NCU04080,NEUTE1DRAFT_87709
FGRAMPH1_01T24153,NCU01307,NEUTE1DRAFT_127570
FGRAMPH1_01T22365,NCU08053,NEUTE1DRAFT_149164
FGRAMPH1_01T26159,NCU02403,NEUTE1DRAFT_117824
FGRAMPH1_01T24289,NCU00050,NEUTE1DRAFT_116929
FGRAMPH1_01T23303,NCU07417,NEUTE1DRAFT_71777
FGRAMPH1_01T23667,NCU06257,NEUTE1DRAFT_122052
FGRAMPH1_01T24279,NCU00057,NEUTE1DRAFT_129617
FGRAMPH1_01T25823,NCU09297,NEUTE1DRAFT_130887
FGRAMPH1_01T27327,NCU02558,NEUTE1DRAFT_126496
FGRAMPH1_01T28143,NCU01141,NEUTE1DRAFT_57898
FGRAMPH1_01T24873,NCU01259,NEUTE1DRAFT_76310
FGRAMPH1_01T23313,NCU02810,NEUTE1DRAFT_74442
FGRAMPH1_01T26559,NCU07330,NEUTE1DRAFT_109116
FGRAMPH1_01T23597,NCU00423,NEUTE1DRAFT_129898
FGRAMPH1_01T23015,NCU00073,NEUTE1DRAFT_81640
FGRAMPH1_01T28117,NCU08897,NEUTE1DRAFT_116142
FGRAMPH1_01T23969,NCU08118,NEUTE1DRAFT_70135
FGRAMPH1_01T27117,NCU10622,NEUTE1DRAFT_88779
FGRAMPH1_01T23299,NCU07415,NEUTE1DRAFT_71773
FGRAMPH1_01T24375,NCU11173,NEUTE1DRAFT_81844
FGRAMPH1_01T23761,NCU03598,NEUTE1DRAFT_127964
FGRAMPH1_01T22993,NCU00080,NEUTE1DRAFT_146303
FGRAMPH1_01T24275,NCU00305,NEUTE1DRAFT_82124
FGRAMPH1_01T26631,NCU07261,NEUTE1DRAFT_121451
FGRAMPH1_01T23463,NCU10169,NEUTE1DRAFT_146653
FGRAMPH1_01T22889,NCU06235,NEUTE1DRAFT_81382
FGRAMPH1_01T24341,NCU06244,NEUTE1DRAFT_94797
FGRAMPH1_01T24405,NCU00129,NEUTE1DRAFT_42686
FGRAMPH1_01T24117,NCU03762,NEUTE1DRAFT_98304
FGRAMPH1_01T27503,NCU10519,NEUTE1DRAFT_68393
FGRAMPH1_01T22955,NCU07550,NEUTE1DRAFT_117133
FGRAMPH1_01T26699,NCU07724,NEUTE1DRAFT_40193
FGRAMPH1_01T24485,NCU00340,NEUTE1DRAFT_63506
FGRAMPH1_01T24589,NCU04191,NEUTE1DRAFT_119557
FGRAMPH1_01T28111,NCU03590,NEUTE1DRAFT_58596
FGRAMPH1_01T23659,NCU10721,NEUTE1DRAFT_146213
FGRAMPH1_01T24791,NCU03647,NEUTE1DRAFT_107794
FGRAMPH1_01T26011,NCU05067,NEUTE1DRAFT_88488
FGRAMPH1_01T22763,NCU00241,NEUTE1DRAFT_63327
FGRAMPH1_01T27609,NCU04073,NEUTE1DRAFT_124667
FGRAMPH1_01T26403,NCU05231,NEUTE1DRAFT_61834
FGRAMPH1_01T27441,NCU09787,NEUTE1DRAFT_148587
FGRAMPH1_01T24329,NCU00392,NEUTE1DRAFT_137852
FGRAMPH1_01T22435,NCU08763,NEUTE1DRAFT_82939
FGRAMPH1_01T26151,NCU02405,NEUTE1DRAFT_85965
FGRAMPH1_01T27369,NCU02590,NEUTE1DRAFT_92020
FGRAMPH1_01T27265,NCU00813,NEUTE1DRAFT_89942
FGRAMPH1_01T23735,NCU01197,NEUTE1DRAFT_144221
FGRAMPH1_01T24513,NCU01190,NEUTE1DRAFT_127669
FGRAMPH1_01T27107,NCU02650,NEUTE1DRAFT_119032
FGRAMPH1_01T24413,NCU06439,NEUTE1DRAFT_62415
FGRAMPH1_01T26291,NCU06355,NEUTE1DRAFT_79064
FGRAMPH1_01T27397,NCU05961,NEUTE1DRAFT_88299
FGRAMPH1_01T24035,NCU01241,NEUTE1DRAFT_57670
FGRAMPH1_01T23317,NCU02808,NEUTE1DRAFT_133984
FGRAMPH1_01T26165,NCU02383,NEUTE1DRAFT_86017
FGRAMPH1_01T24959,NCU09450,NEUTE1DRAFT_85065
FGRAMPH1_01T26073,NCU02373,NEUTE1DRAFT_95746
FGRAMPH1_01T23799,NCU06118,NEUTE1DRAFT_66960
FGRAMPH1_01T26083,NCU02370,NEUTE1DRAFT_117838
FGRAMPH1_01T23231,NCU01476,NEUTE1DRAFT_56993
FGRAMPH1_01T23671,NCU07394,NEUTE1DRAFT_125806
FGRAMPH1_01T23475,NCU00483,NEUTE1DRAFT_101062
FGRAMPH1_01T24635,NCU02640,NEUTE1DRAFT_105967
FGRAMPH1_01T24797,NCU04651,NEUTE1DRAFT_77461
FGRAMPH1_01T23167,NCU01173,NEUTE1DRAFT_36553
FGRAMPH1_01T24045,NCU01243,NEUTE1DRAFT_57664
FGRAMPH1_01T26407,NCU05228,NEUTE1DRAFT_145843
FGRAMPH1_01T27621,NCU04826,NEUTE1DRAFT_131766
FGRAMPH1_01T22543,NCU08216,NEUTE1DRAFT_64117
FGRAMPH1_01T24669,NCU01376,NEUTE1DRAFT_57400
FGRAMPH1_01T23449,NCU08974,NEUTE1DRAFT_82536
FGRAMPH1_01T26725,NCU04381,NEUTE1DRAFT_145437
FGRAMPH1_01T22541,NCU08218,NEUTE1DRAFT_82800
FGRAMPH1_01T26905,NCU04755,NEUTE1DRAFT_124407
FGRAMPH1_01T22809,NCU00168,NEUTE1DRAFT_63173
FGRAMPH1_01T26705,NCU07020,NEUTE1DRAFT_129067
FGRAMPH1_01T23723,NCU09541,NEUTE1DRAFT_107155
FGRAMPH1_01T24095,NCU03719,NEUTE1DRAFT_36619
FGRAMPH1_01T26273,NCU16891,NEUTE1DRAFT_116701
FGRAMPH1_01T27019,NCU03980,NEUTE1DRAFT_132020
FGRAMPH1_01T26561,NCU07331,NEUTE1DRAFT_145589
FGRAMPH1_01T24493,NCU00202,NEUTE1DRAFT_100782
FGRAMPH1_01T26109,NCU02437,NEUTE1DRAFT_95713
FGRAMPH1_01T26835,NCU02477,NEUTE1DRAFT_92301
FGRAMPH1_01T23621,NCU06246,NEUTE1DRAFT_129546
FGRAMPH1_01T25417,NCU07051,NEUTE1DRAFT_148459
FGRAMPH1_01T26285,NCU07721,NEUTE1DRAFT_59993
FGRAMPH1_01T23619,NCU00110,NEUTE1DRAFT_81720
FGRAMPH1_01T26575,NCU06546,NEUTE1DRAFT_145016
FGRAMPH1_01T23733,NCU01198,NEUTE1DRAFT_57767
FGRAMPH1_01T26857,NCU04088,NEUTE1DRAFT_87692
FGRAMPH1_01T27605,NCU04074,NEUTE1DRAFT_69044
FGRAMPH1_01T23987,NCU02794,NEUTE1DRAFT_150930
FGRAMPH1_01T23647,NCU06253,NEUTE1DRAFT_146215
FGRAMPH1_01T26433,NCU06347,NEUTE1DRAFT_60401
FGRAMPH1_01T24563,NCU04179,NEUTE1DRAFT_56693
FGRAMPH1_01T26003,NCU05064,NEUTE1DRAFT_69818
FGRAMPH1_01T23531,NCU00417,NEUTE1DRAFT_101000
FGRAMPH1_01T26029,NCU10067,NEUTE1DRAFT_86096
FGRAMPH1_01T27555,NCU04043,NEUTE1DRAFT_124699
FGRAMPH1_01T23893,NCU03284,NEUTE1DRAFT_133168
FGRAMPH1_01T26429,NCU07718,NEUTE1DRAFT_38565
FGRAMPH1_01T23237,NCU01477,NEUTE1DRAFT_56995
FGRAMPH1_01T27055,NCU03166,NEUTE1DRAFT_118873
FGRAMPH1_01T26597,NCU06360,NEUTE1DRAFT_79058
FGRAMPH1_01T23521,NCU00411,NEUTE1DRAFT_122412
FGRAMPH1_01T22517,NCU08553,NEUTE1DRAFT_110529
FGRAMPH1_01T28097,NCU08270,NEUTE1DRAFT_60268
FGRAMPH1_01T27203,NCU02451,NEUTE1DRAFT_117801
FGRAMPH1_01T23161,NCU01171,NEUTE1DRAFT_127687
FGRAMPH1_01T23631,NCU06256,NEUTE1DRAFT_81429
FGRAMPH1_01T23213,NCU06679,NEUTE1DRAFT_75876
FGRAMPH1_01T23693,NCU02347,NEUTE1DRAFT_148094
FGRAMPH1_01T23557,NCU06175,NEUTE1DRAFT_121971
FGRAMPH1_01T27473,NCU03935,NEUTE1DRAFT_118234
FGRAMPH1_01T22901,NCU00171,NEUTE1DRAFT_122218
FGRAMPH1_01T23305,NCU07418,NEUTE1DRAFT_125826
FGRAMPH1_01T27215,NCU06059,NEUTE1DRAFT_147963
FGRAMPH1_01T27171,NCU04079,NEUTE1DRAFT_131944
FGRAMPH1_01T24343,NCU06243,NEUTE1DRAFT_81400
FGRAMPH1_01T23241,NCU01475,NEUTE1DRAFT_50581
FGRAMPH1_01T28231,NCU09911,NEUTE1DRAFT_70036
FGRAMPH1_01T26479,NCU00743,NEUTE1DRAFT_149613
FGRAMPH1_01T24807,NCU04649,NEUTE1DRAFT_35847
FGRAMPH1_01T22835,NCU00329,NEUTE1DRAFT_137791
FGRAMPH1_01T24927,NCU06168,NEUTE1DRAFT_147885
FGRAMPH1_01T24839,NCU00999,NEUTE1DRAFT_76779
FGRAMPH1_01T26053,NCU06874,NEUTE1DRAFT_130971
FGRAMPH1_01T24657,NCU01387,NEUTE1DRAFT_127512
FGRAMPH1_01T27469,NCU03932,NEUTE1DRAFT_15619
FGRAMPH1_01T23469,NCU09013,NEUTE1DRAFT_117120
FGRAMPH1_01T26805,NCU07734,NEUTE1DRAFT_59962
FGRAMPH1_01T24599,NCU06688,NEUTE1DRAFT_75857
FGRAMPH1_01T24449,NCU06428,NEUTE1DRAFT_62388
FGRAMPH1_01T24887,NCU01438,NEUTE1DRAFT_56901
FGRAMPH1_01T26997,NCU04844,NEUTE1DRAFT_68606
FGRAMPH1_01T23823,NCU03036,NEUTE1DRAFT_92737
FGRAMPH1_01T23827,NCU03037,NEUTE1DRAFT_133833
FGRAMPH1_01T24899,NCU01444,NEUTE1DRAFT_143897
FGRAMPH1_01T27527,NCU03899,NEUTE1DRAFT_88077
FGRAMPH1_01T25091,NCU07080,NEUTE1DRAFT_124342
FGRAMPH1_01T26701,NCU07725,NEUTE1DRAFT_116352
FGRAMPH1_01T24151,NCU01305,NEUTE1DRAFT_76205
FGRAMPH1_01T23623,NCU06247,NEUTE1DRAFT_122040
FGRAMPH1_01T28187,NCU08861,NEUTE1DRAFT_59117
FGRAMPH1_01T23931,NCU09249,NEUTE1DRAFT_52003
FGRAMPH1_01T24781,NCU03658,NEUTE1DRAFT_144504
FGRAMPH1_01T23173,NCU01174,NEUTE1DRAFT_120018
FGRAMPH1_01T22545,NCU08217,NEUTE1DRAFT_130054
FGRAMPH1_01T26817,NCU08271,NEUTE1DRAFT_78944
FGRAMPH1_01T26677,NCU06977,NEUTE1DRAFT_61404
FGRAMPH1_01T25155,NCU09682,NEUTE1DRAFT_135441
FGRAMPH1_01T24677,NCU03794,NEUTE1DRAFT_144401
FGRAMPH1_01T24077,NCU03747,NEUTE1DRAFT_127871
FGRAMPH1_01T26593,NCU09935,NEUTE1DRAFT_61597
FGRAMPH1_01T26077,NCU02375,NEUTE1DRAFT_131302
FGRAMPH1_01T22819,NCU00382,NEUTE1DRAFT_82277
FGRAMPH1_01T24729,NCU03825,NEUTE1DRAFT_76820
FGRAMPH1_01T26253,NCU06362,NEUTE1DRAFT_121054
FGRAMPH1_01T23391,NCU09121,NEUTE1DRAFT_125962
FGRAMPH1_01T26451,NCU08811,NEUTE1DRAFT_80252
FGRAMPH1_01T23465,NCU08992,NEUTE1DRAFT_101097
FGRAMPH1_01T24641,NCU02637,NEUTE1DRAFT_119034
FGRAMPH1_01T28147,NCU01473,NEUTE1DRAFT_69954
FGRAMPH1_01T22897,NCU00220,NEUTE1DRAFT_81968
FGRAMPH1_01T24463,NCU06424,NEUTE1DRAFT_14529
FGRAMPH1_01T23673,NCU07393,NEUTE1DRAFT_149856
FGRAMPH1_01T24027,NCU09545,NEUTE1DRAFT_57029
FGRAMPH1_01T22335,NCU02343,NEUTE1DRAFT_86116
FGRAMPH1_01T24135,NCU04102,NEUTE1DRAFT_56855
FGRAMPH1_01T24029,NCU03814,NEUTE1DRAFT_76848
FGRAMPH1_01T22813,NCU00169,NEUTE1DRAFT_63175
FGRAMPH1_01T26057,NCU06876,NEUTE1DRAFT_95567
FGRAMPH1_01T24853,NCU03675,NEUTE1DRAFT_127917
FGRAMPH1_01T26019,NCU05053,NEUTE1DRAFT_88505
FGRAMPH1_01T23275,NCU07414,NEUTE1DRAFT_125822
FGRAMPH1_01T26457,NCU09930,NEUTE1DRAFT_80286
FGRAMPH1_01T27595,NCU09862,NEUTE1DRAFT_87675
FGRAMPH1_01T26123,NCU02429,NEUTE1DRAFT_67217
FGRAMPH1_01T22903,NCU00172,NEUTE1DRAFT_146378
FGRAMPH1_01T28015,NCU06058,NEUTE1DRAFT_47586
FGRAMPH1_01T24273,NCU06484,NEUTE1DRAFT_129460
FGRAMPH1_01T24913,NCU01452,NEUTE1DRAFT_115750
FGRAMPH1_01T27357,NCU02099,NEUTE1DRAFT_149377
FGRAMPH1_01T23857,NCU03280,NEUTE1DRAFT_150059
FGRAMPH1_01T26055,NCU06875,NEUTE1DRAFT_117658
FGRAMPH1_01T23051,NCU00360,NEUTE1DRAFT_146522
FGRAMPH1_01T26411,NCU05226,NEUTE1DRAFT_80524
FGRAMPH1_01T26801,NCU09727,NEUTE1DRAFT_120894
FGRAMPH1_01T28235,NCU07771,NEUTE1DRAFT_59053
FGRAMPH1_01T23815,NCU06882,NEUTE1DRAFT_85203
FGRAMPH1_01T24529,NCU04153,NEUTE1DRAFT_119587
FGRAMPH1_01T24361,NCU06469,NEUTE1DRAFT_81160
FGRAMPH1_01T25083,NCU09536,NEUTE1DRAFT_119701
FGRAMPH1_01T27409,NCU05971,NEUTE1DRAFT_124894
FGRAMPH1_01T24143,NCU04099,NEUTE1DRAFT_119631
FGRAMPH1_01T26831,NCU02473,NEUTE1DRAFT_126573
FGRAMPH1_01T22905,NCU00173,NEUTE1DRAFT_110049
FGRAMPH1_01T22939,NCU06495,NEUTE1DRAFT_116856
FGRAMPH1_01T22837,NCU00379,NEUTE1DRAFT_82267
FGRAMPH1_01T25087,NCU09407,NEUTE1DRAFT_131060
FGRAMPH1_01T24321,NCU00388,NEUTE1DRAFT_82289
FGRAMPH1_01T22677,NCU11308,NEUTE1DRAFT_46844
FGRAMPH1_01T23559,NCU06174,NEUTE1DRAFT_121970
FGRAMPH1_01T22657,NCU00253,NEUTE1DRAFT_122287
FGRAMPH1_01T26745,NCU04382,NEUTE1DRAFT_60813
FGRAMPH1_01T26127,NCU02419,NEUTE1DRAFT_85924
FGRAMPH1_01T24031,NCU01250,NEUTE1DRAFT_57651
FGRAMPH1_01T27405,NCU09391,NEUTE1DRAFT_85424
FGRAMPH1_01T26241,NCU06339,NEUTE1DRAFT_99392
