fg,nc,nt
FGRAMPH1_01T05341,NCU04621,NEUTE1DRAFT_128018
FGRAMPH1_01T05375,NCU04032,NEUTE1DRAFT_131983
FGRAMPH1_01T05379,NCU07125,NEUTE1DRAFT_68191
FGRAMPH1_01T05397,NCU07123,NEUTE1DRAFT_86874
FGRAMPH1_01T05413,NCU07275,NEUTE1DRAFT_121436
FGRAMPH1_01T05421,NCU02880,NEUTE1DRAFT_17689
FGRAMPH1_01T05651,NCU05141,NEUTE1DRAFT_96229
FGRAMPH1_01T05671,NCU03322,NEUTE1DRAFT_133131
FGRAMPH1_01T05815,NCU01114,NEUTE1DRAFT_76613
FGRAMPH1_01T05829,NCU09783,NEUTE1DRAFT_68626
FGRAMPH1_01T05841,NCU05850,NEUTE1DRAFT_86727
FGRAMPH1_01T05843,NCU09032,NEUTE1DRAFT_147686
FGRAMPH1_01T05867,NCU04954,NEUTE1DRAFT_128310
FGRAMPH1_01T05885,NCU04943,NEUTE1DRAFT_59447
FGRAMPH1_01T05889,NCU04945,NEUTE1DRAFT_78134
FGRAMPH1_01T05907,NCU04855,NEUTE1DRAFT_128259
FGRAMPH1_01T05909,NCU04927,NEUTE1DRAFT_78103
FGRAMPH1_01T05919,NCU11365,NEUTE1DRAFT_120620
FGRAMPH1_01T05923,NCU06110,NEUTE1DRAFT_95662
FGRAMPH1_01T05927,NCU07617,NEUTE1DRAFT_120630
FGRAMPH1_01T05935,NCU05219,NEUTE1DRAFT_80543
FGRAMPH1_01T05937,NCU05220,NEUTE1DRAFT_116720
FGRAMPH1_01T05939,NCU05221,NEUTE1DRAFT_80538
FGRAMPH1_01T05941,NCU05222,NEUTE1DRAFT_80536
FGRAMPH1_01T05947,NCU05233,NEUTE1DRAFT_80506
FGRAMPH1_01T05951,NCU07608,NEUTE1DRAFT_59293
FGRAMPH1_01T05953,NCU05237,NEUTE1DRAFT_145833
FGRAMPH1_01T05961,NCU05828,NEUTE1DRAFT_124245
FGRAMPH1_01T05981,NCU06228,NEUTE1DRAFT_122023
FGRAMPH1_01T05983,NCU06227,NEUTE1DRAFT_81366
FGRAMPH1_01T05985,NCU06226,NEUTE1DRAFT_116889
FGRAMPH1_01T05995,NCU06223,NEUTE1DRAFT_129527
FGRAMPH1_01T05999,NCU06204,NEUTE1DRAFT_121997
FGRAMPH1_01T06001,NCU06205,NEUTE1DRAFT_62633
FGRAMPH1_01T06007,NCU06209,NEUTE1DRAFT_62642
FGRAMPH1_01T06009,NCU06210,NEUTE1DRAFT_116884
FGRAMPH1_01T06013,NCU06212,NEUTE1DRAFT_122005
FGRAMPH1_01T06019,NCU06214,NEUTE1DRAFT_122007
FGRAMPH1_01T06023,NCU06216,NEUTE1DRAFT_146182
FGRAMPH1_01T06037,NCU00142,NEUTE1DRAFT_81786
FGRAMPH1_01T06043,NCU00133,NEUTE1DRAFT_146347
FGRAMPH1_01T06045,NCU06436,NEUTE1DRAFT_121896
FGRAMPH1_01T06047,NCU06453,NEUTE1DRAFT_121912
FGRAMPH1_01T06049,NCU06467,NEUTE1DRAFT_62476
FGRAMPH1_01T06057,NCU06462,NEUTE1DRAFT_129441
FGRAMPH1_01T06059,NCU06463,NEUTE1DRAFT_121920
FGRAMPH1_01T06065,NCU00164,NEUTE1DRAFT_100748
FGRAMPH1_01T06067,NCU00163,NEUTE1DRAFT_63156
FGRAMPH1_01T06077,NCU00157,NEUTE1DRAFT_43043
FGRAMPH1_01T06079,NCU00158,NEUTE1DRAFT_122203
FGRAMPH1_01T06083,NCU00159,NEUTE1DRAFT_81823
FGRAMPH1_01T06093,NCU07834,NEUTE1DRAFT_80911
FGRAMPH1_01T06103,NCU07829,NEUTE1DRAFT_116791
FGRAMPH1_01T06107,NCU07831,NEUTE1DRAFT_121824
FGRAMPH1_01T06123,NCU06277,NEUTE1DRAFT_122071
FGRAMPH1_01T06141,NCU06272,NEUTE1DRAFT_122065
FGRAMPH1_01T06143,NCU06271,NEUTE1DRAFT_122064
FGRAMPH1_01T06149,NCU06268,NEUTE1DRAFT_122061
FGRAMPH1_01T06151,NCU06267,NEUTE1DRAFT_81458
FGRAMPH1_01T06153,NCU06266,NEUTE1DRAFT_146228
FGRAMPH1_01T06161,NCU06279,NEUTE1DRAFT_62808
FGRAMPH1_01T06163,NCU00004,NEUTE1DRAFT_122076
FGRAMPH1_01T06165,NCU00005,NEUTE1DRAFT_81495
FGRAMPH1_01T06171,NCU00458,NEUTE1DRAFT_101041
FGRAMPH1_01T06173,NCU00459,NEUTE1DRAFT_122454
FGRAMPH1_01T06183,NCU06273,NEUTE1DRAFT_81474
FGRAMPH1_01T06201,NCU00467,NEUTE1DRAFT_82458
FGRAMPH1_01T06207,NCU05560,NEUTE1DRAFT_49063
FGRAMPH1_01T06213,NCU07826,NEUTE1DRAFT_116789
FGRAMPH1_01T06217,NCU07824,NEUTE1DRAFT_100308
FGRAMPH1_01T06225,NCU00135,NEUTE1DRAFT_122183
FGRAMPH1_01T06227,NCU00136,NEUTE1DRAFT_81777
FGRAMPH1_01T06229,NCU06192,NEUTE1DRAFT_62605
FGRAMPH1_01T06231,NCU06193,NEUTE1DRAFT_81288
FGRAMPH1_01T06233,NCU11314,NEUTE1DRAFT_121990
FGRAMPH1_01T06235,NCU06196,NEUTE1DRAFT_81294
FGRAMPH1_01T06237,NCU06194,NEUTE1DRAFT_100500
FGRAMPH1_01T06243,NCU00147,NEUTE1DRAFT_63115
FGRAMPH1_01T06251,NCU00112,NEUTE1DRAFT_122163
FGRAMPH1_01T06259,NCU00115,NEUTE1DRAFT_81733
FGRAMPH1_01T06263,NCU00117,NEUTE1DRAFT_63061
FGRAMPH1_01T06265,NCU00118,NEUTE1DRAFT_42265
FGRAMPH1_01T06267,NCU00119,NEUTE1DRAFT_129667
FGRAMPH1_01T06287,NCU04328,NEUTE1DRAFT_143697
FGRAMPH1_01T06291,NCU04324,NEUTE1DRAFT_75085
FGRAMPH1_01T06293,NCU05778,NEUTE1DRAFT_124210
FGRAMPH1_01T06299,NCU01005,NEUTE1DRAFT_16584
FGRAMPH1_01T06303,NCU09794,NEUTE1DRAFT_131795
FGRAMPH1_01T06307,NCU03846,NEUTE1DRAFT_113113
FGRAMPH1_01T06329,NCU05783,NEUTE1DRAFT_47350
FGRAMPH1_01T06337,NCU05777,NEUTE1DRAFT_67925
FGRAMPH1_01T06343,NCU01039,NEUTE1DRAFT_120105
FGRAMPH1_01T06353,NCU05798,NEUTE1DRAFT_131532
FGRAMPH1_01T06355,NCU05797,NEUTE1DRAFT_148308
FGRAMPH1_01T06357,NCU05796,NEUTE1DRAFT_117959
FGRAMPH1_01T06359,NCU05791,NEUTE1DRAFT_148305
FGRAMPH1_01T06363,NCU05771,NEUTE1DRAFT_47991
FGRAMPH1_01T06365,NCU05772,NEUTE1DRAFT_95859
FGRAMPH1_01T06369,NCU05753,NEUTE1DRAFT_86559
FGRAMPH1_01T06371,NCU05758,NEUTE1DRAFT_131497
FGRAMPH1_01T06375,NCU05121,NEUTE1DRAFT_50259
FGRAMPH1_01T06379,NCU05119,NEUTE1DRAFT_28458
FGRAMPH1_01T06381,NCU05118,NEUTE1DRAFT_118325
FGRAMPH1_01T06383,NCU05117,NEUTE1DRAFT_149032
FGRAMPH1_01T06385,NCU05926,NEUTE1DRAFT_148990
FGRAMPH1_01T06387,NCU05927,NEUTE1DRAFT_124928
FGRAMPH1_01T06425,NCU08124,NEUTE1DRAFT_86451
FGRAMPH1_01T06447,NCU09738,NEUTE1DRAFT_78605
FGRAMPH1_01T06469,NCU09521,NEUTE1DRAFT_121715
FGRAMPH1_01T06471,NCU09162,NEUTE1DRAFT_121743
FGRAMPH1_01T06477,NCU09161,NEUTE1DRAFT_80736
FGRAMPH1_01T06481,NCU10002,NEUTE1DRAFT_80781
FGRAMPH1_01T06483,NCU05697,NEUTE1DRAFT_145974
FGRAMPH1_01T06485,NCU11357,NEUTE1DRAFT_145973
FGRAMPH1_01T06487,NCU05692,NEUTE1DRAFT_121777
FGRAMPH1_01T06489,NCU05691,NEUTE1DRAFT_121776
FGRAMPH1_01T06503,NCU05689,NEUTE1DRAFT_116769
FGRAMPH1_01T06505,NCU05688,NEUTE1DRAFT_137157
FGRAMPH1_01T06511,NCU05714,NEUTE1DRAFT_80830
FGRAMPH1_01T06513,NCU05715,NEUTE1DRAFT_145984
FGRAMPH1_01T06517,NCU05681,NEUTE1DRAFT_80790
FGRAMPH1_01T06521,NCU05685,NEUTE1DRAFT_116766
FGRAMPH1_01T06541,NCU09517,NEUTE1DRAFT_43122
FGRAMPH1_01T06543,NCU05717,NEUTE1DRAFT_62159
FGRAMPH1_01T06545,NCU05716,NEUTE1DRAFT_121796
FGRAMPH1_01T06547,NCU09503,NEUTE1DRAFT_100190
FGRAMPH1_01T06549,NCU05718,NEUTE1DRAFT_80843
FGRAMPH1_01T06563,NCU09499,NEUTE1DRAFT_62032
FGRAMPH1_01T06567,NCU09511,NEUTE1DRAFT_129254
FGRAMPH1_01T06571,NCU09513,NEUTE1DRAFT_116744
FGRAMPH1_01T06587,NCU09496,NEUTE1DRAFT_80722
FGRAMPH1_01T06607,NCU08856,NEUTE1DRAFT_98755
FGRAMPH1_01T06609,NCU07070,NEUTE1DRAFT_148439
FGRAMPH1_01T06617,NCU06284,NEUTE1DRAFT_145311
FGRAMPH1_01T06627,NCU03229,NEUTE1DRAFT_72352
FGRAMPH1_01T06635,NCU02046,NEUTE1DRAFT_89349
FGRAMPH1_01T06637,NCU02048,NEUTE1DRAFT_89347
FGRAMPH1_01T06651,NCU07934,NEUTE1DRAFT_128354
FGRAMPH1_01T06655,NCU07935,NEUTE1DRAFT_78257
FGRAMPH1_01T06657,NCU07936,NEUTE1DRAFT_59572
FGRAMPH1_01T06661,NCU07963,NEUTE1DRAFT_78189
FGRAMPH1_01T06665,NCU04502,NEUTE1DRAFT_116469
FGRAMPH1_01T06671,NCU04403,NEUTE1DRAFT_39120
FGRAMPH1_01T06673,NCU04404,NEUTE1DRAFT_79445
FGRAMPH1_01T06675,NCU04405,NEUTE1DRAFT_38114
FGRAMPH1_01T06677,NCU04406,NEUTE1DRAFT_121211
FGRAMPH1_01T06679,NCU04407,NEUTE1DRAFT_79436
FGRAMPH1_01T06681,NCU04408,NEUTE1DRAFT_121209
FGRAMPH1_01T06685,NCU04413,NEUTE1DRAFT_60739
FGRAMPH1_01T06687,NCU04410,NEUTE1DRAFT_121207
FGRAMPH1_01T06689,NCU04412,NEUTE1DRAFT_116498
FGRAMPH1_01T06693,NCU04415,NEUTE1DRAFT_60735
FGRAMPH1_01T06695,NCU03321,NEUTE1DRAFT_90834
FGRAMPH1_01T06703,NCU03993,NEUTE1DRAFT_124738
FGRAMPH1_01T06705,NCU03992,NEUTE1DRAFT_124739
FGRAMPH1_01T06713,NCU03988,NEUTE1DRAFT_118209
FGRAMPH1_01T06717,NCU03994,NEUTE1DRAFT_148813
FGRAMPH1_01T06719,NCU03995,NEUTE1DRAFT_69197
FGRAMPH1_01T06723,NCU05809,NEUTE1DRAFT_124233
FGRAMPH1_01T06729,NCU05803,NEUTE1DRAFT_67967
FGRAMPH1_01T06733,NCU09048,NEUTE1DRAFT_123594
FGRAMPH1_01T06741,NCU05813,NEUTE1DRAFT_67987
FGRAMPH1_01T06743,NCU05816,NEUTE1DRAFT_95878
FGRAMPH1_01T06747,NCU05817,NEUTE1DRAFT_148323
FGRAMPH1_01T06755,NCU09035,NEUTE1DRAFT_102514
FGRAMPH1_01T06767,NCU11263,NEUTE1DRAFT_88138
FGRAMPH1_01T06773,NCU01428,NEUTE1DRAFT_75561
FGRAMPH1_01T06775,NCU06717,NEUTE1DRAFT_115777
FGRAMPH1_01T06789,NCU04588,NEUTE1DRAFT_127990
FGRAMPH1_01T06791,NCU10155,NEUTE1DRAFT_120353
FGRAMPH1_01T06797,NCU16803,NEUTE1DRAFT_136367
FGRAMPH1_01T06801,NCU04613,NEUTE1DRAFT_98517
FGRAMPH1_01T06803,NCU04611,NEUTE1DRAFT_58699
FGRAMPH1_01T06807,NCU04314,NEUTE1DRAFT_115656
FGRAMPH1_01T06809,NCU01167,NEUTE1DRAFT_120025
FGRAMPH1_01T06811,NCU01166,NEUTE1DRAFT_120026
FGRAMPH1_01T06813,NCU04320,NEUTE1DRAFT_75094
FGRAMPH1_01T06817,NCU03604,NEUTE1DRAFT_37633
FGRAMPH1_01T06819,NCU01421,NEUTE1DRAFT_75996
FGRAMPH1_01T06827,NCU04232,NEUTE1DRAFT_75269
FGRAMPH1_01T06833,NCU03957,NEUTE1DRAFT_87974
FGRAMPH1_01T06835,NCU03956,NEUTE1DRAFT_124773
FGRAMPH1_01T06837,NCU10237,NEUTE1DRAFT_75933
FGRAMPH1_01T06851,NCU04246,NEUTE1DRAFT_119518
FGRAMPH1_01T06853,NCU04245,NEUTE1DRAFT_75247
FGRAMPH1_01T06863,NCU04304,NEUTE1DRAFT_115659
FGRAMPH1_01T06865,NCU04305,NEUTE1DRAFT_119470
FGRAMPH1_01T06867,NCU04303,NEUTE1DRAFT_119472
FGRAMPH1_01T06869,NCU04302,NEUTE1DRAFT_56450
FGRAMPH1_01T06871,NCU04301,NEUTE1DRAFT_119474
FGRAMPH1_01T06877,NCU04321,NEUTE1DRAFT_75093
FGRAMPH1_01T06879,NCU06666,NEUTE1DRAFT_75905
FGRAMPH1_01T06885,NCU04299,NEUTE1DRAFT_127183
FGRAMPH1_01T06889,NCU04236,NEUTE1DRAFT_97501
FGRAMPH1_01T06899,NCU10063,NEUTE1DRAFT_14110
FGRAMPH1_01T06905,NCU03881,NEUTE1DRAFT_118252
FGRAMPH1_01T06909,NCU03882,NEUTE1DRAFT_69435
FGRAMPH1_01T06913,NCU03884,NEUTE1DRAFT_88109
FGRAMPH1_01T06915,NCU03885,NEUTE1DRAFT_88106
FGRAMPH1_01T06917,NCU03873,NEUTE1DRAFT_132099
FGRAMPH1_01T06919,NCU03944,NEUTE1DRAFT_49936
FGRAMPH1_01T06921,NCU17108,NEUTE1DRAFT_88029
FGRAMPH1_01T06923,NCU03926,NEUTE1DRAFT_148864
FGRAMPH1_01T06927,NCU04013,NEUTE1DRAFT_140784
FGRAMPH1_01T06929,NCU04009,NEUTE1DRAFT_124724
FGRAMPH1_01T06931,NCU03997,NEUTE1DRAFT_49651
FGRAMPH1_01T06933,NCU03998,NEUTE1DRAFT_132006
FGRAMPH1_01T06935,NCU04010,NEUTE1DRAFT_87851
FGRAMPH1_01T06941,NCU04007,NEUTE1DRAFT_87860
FGRAMPH1_01T06943,NCU04640,NEUTE1DRAFT_34841
FGRAMPH1_01T06945,NCU16952,NEUTE1DRAFT_116094
FGRAMPH1_01T06955,NCU04644,NEUTE1DRAFT_58765
FGRAMPH1_01T06957,NCU01012,NEUTE1DRAFT_35669
FGRAMPH1_01T06959,NCU01011,NEUTE1DRAFT_144347
FGRAMPH1_01T06963,NCU06661,NEUTE1DRAFT_115808
FGRAMPH1_01T06967,NCU04258,NEUTE1DRAFT_36209
FGRAMPH1_01T06975,NCU06647,NEUTE1DRAFT_144029
FGRAMPH1_01T06985,NCU07155,NEUTE1DRAFT_34665
FGRAMPH1_01T06987,NCU07156,NEUTE1DRAFT_74784
FGRAMPH1_01T06989,NCU07157,NEUTE1DRAFT_143579
FGRAMPH1_01T06999,NCU03859,NEUTE1DRAFT_118266
FGRAMPH1_01T07003,NCU01157,NEUTE1DRAFT_120034
FGRAMPH1_01T07019,NCU04266,NEUTE1DRAFT_56523
FGRAMPH1_01T07027,NCU04270,NEUTE1DRAFT_119501
FGRAMPH1_01T07061,NCU11338,NEUTE1DRAFT_93689
FGRAMPH1_01T07069,NCU04329,NEUTE1DRAFT_56383
FGRAMPH1_01T07071,NCU04331,NEUTE1DRAFT_75066
FGRAMPH1_01T07083,NCU06648,NEUTE1DRAFT_119785
FGRAMPH1_01T07087,NCU01356,NEUTE1DRAFT_144089
FGRAMPH1_01T07089,NCU11337,NEUTE1DRAFT_93687
FGRAMPH1_01T07091,NCU03862,NEUTE1DRAFT_124848
FGRAMPH1_01T07093,NCU08967,NEUTE1DRAFT_74950
FGRAMPH1_01T07121,NCU04238,NEUTE1DRAFT_115688
FGRAMPH1_01T07123,NCU03952,NEUTE1DRAFT_87988
FGRAMPH1_01T07129,NCU04597,NEUTE1DRAFT_58673
FGRAMPH1_01T07131,NCU04596,NEUTE1DRAFT_77349
FGRAMPH1_01T07133,NCU04595,NEUTE1DRAFT_144580
FGRAMPH1_01T07139,NCU01164,NEUTE1DRAFT_144251
FGRAMPH1_01T07141,NCU01165,NEUTE1DRAFT_76528
FGRAMPH1_01T07143,NCU04615,NEUTE1DRAFT_77394
FGRAMPH1_01T07153,NCU04661,NEUTE1DRAFT_120418
FGRAMPH1_01T07155,NCU04576,NEUTE1DRAFT_77305
FGRAMPH1_01T07159,NCU04636,NEUTE1DRAFT_77426
FGRAMPH1_01T07161,NCU04635,NEUTE1DRAFT_58743
FGRAMPH1_01T07163,NCU04667,NEUTE1DRAFT_58827
FGRAMPH1_01T07167,NCU04662,NEUTE1DRAFT_34266
FGRAMPH1_01T07171,NCU04665,NEUTE1DRAFT_77490
FGRAMPH1_01T07179,NCU04663,NEUTE1DRAFT_120420
FGRAMPH1_01T07185,NCU09843,NEUTE1DRAFT_119397
FGRAMPH1_01T07187,NCU09847,NEUTE1DRAFT_143639
FGRAMPH1_01T07191,NCU01163,NEUTE1DRAFT_107492
FGRAMPH1_01T07195,NCU10225,NEUTE1DRAFT_67543
FGRAMPH1_01T07207,NCU04002,NEUTE1DRAFT_148807
FGRAMPH1_01T07215,NCU01015,NEUTE1DRAFT_120120
FGRAMPH1_01T07217,NCU01017,NEUTE1DRAFT_120118
FGRAMPH1_01T07219,NCU01016,NEUTE1DRAFT_120119
FGRAMPH1_01T07221,NCU01019,NEUTE1DRAFT_144342
FGRAMPH1_01T07225,NCU01022,NEUTE1DRAFT_76740
FGRAMPH1_01T07227,NCU01023,NEUTE1DRAFT_58057
FGRAMPH1_01T07229,NCU01024,NEUTE1DRAFT_144337
FGRAMPH1_01T07233,NCU01013,NEUTE1DRAFT_120121
FGRAMPH1_01T07237,NCU03948,NEUTE1DRAFT_69311
FGRAMPH1_01T07251,NCU08942,NEUTE1DRAFT_127136
FGRAMPH1_01T07261,NCU01282,NEUTE1DRAFT_144150
FGRAMPH1_01T07267,NCU01009,NEUTE1DRAFT_98213
FGRAMPH1_01T07275,NCU06637,NEUTE1DRAFT_119792
FGRAMPH1_01T07283,NCU06636,NEUTE1DRAFT_144036
FGRAMPH1_01T07285,NCU01426,NEUTE1DRAFT_127482
FGRAMPH1_01T07291,NCU01410,NEUTE1DRAFT_144051
FGRAMPH1_01T07299,NCU01400,NEUTE1DRAFT_34024
FGRAMPH1_01T07305,NCU01398,NEUTE1DRAFT_127505
FGRAMPH1_01T07307,NCU01397,NEUTE1DRAFT_76042
FGRAMPH1_01T07309,NCU03621,NEUTE1DRAFT_144534
FGRAMPH1_01T07325,NCU03613,NEUTE1DRAFT_144536
FGRAMPH1_01T07331,NCU03608,NEUTE1DRAFT_77239
FGRAMPH1_01T07337,NCU01412,NEUTE1DRAFT_115827
FGRAMPH1_01T07339,NCU03606,NEUTE1DRAFT_144541
FGRAMPH1_01T07343,NCU01419,NEUTE1DRAFT_76002
FGRAMPH1_01T07347,NCU01417,NEUTE1DRAFT_119805
FGRAMPH1_01T07349,NCU10417,NEUTE1DRAFT_149117
FGRAMPH1_01T07357,NCU01413,NEUTE1DRAFT_76011
FGRAMPH1_01T07359,NCU03605,NEUTE1DRAFT_120316
FGRAMPH1_01T07361,NCU03600,NEUTE1DRAFT_116069
FGRAMPH1_01T07365,NCU01340,NEUTE1DRAFT_127545
FGRAMPH1_01T07373,NCU01341,NEUTE1DRAFT_127544
FGRAMPH1_01T07375,NCU01349,NEUTE1DRAFT_57434
FGRAMPH1_01T07379,NCU06722,NEUTE1DRAFT_149131
FGRAMPH1_01T07381,NCU01343,NEUTE1DRAFT_115852
FGRAMPH1_01T07389,NCU04315,NEUTE1DRAFT_56420
FGRAMPH1_01T07393,NCU04317,NEUTE1DRAFT_143707
FGRAMPH1_01T07395,NCU04313,NEUTE1DRAFT_119463
FGRAMPH1_01T07397,NCU04325,NEUTE1DRAFT_119452
FGRAMPH1_01T07399,NCU01026,NEUTE1DRAFT_76733
FGRAMPH1_01T07401,NCU01357,NEUTE1DRAFT_17079
FGRAMPH1_01T07403,NCU09674,NEUTE1DRAFT_58860
FGRAMPH1_01T07407,NCU11109,NEUTE1DRAFT_58716
FGRAMPH1_01T07409,NCU04617,NEUTE1DRAFT_128014
FGRAMPH1_01T07411,NCU04618,NEUTE1DRAFT_77403
FGRAMPH1_01T07417,NCU04274,NEUTE1DRAFT_56507
FGRAMPH1_01T07419,NCU04275,NEUTE1DRAFT_143743
FGRAMPH1_01T07421,NCU04212,NEUTE1DRAFT_143784
FGRAMPH1_01T07425,NCU04214,NEUTE1DRAFT_75300
FGRAMPH1_01T07427,NCU04628,NEUTE1DRAFT_128023
FGRAMPH1_01T07433,NCU04638,NEUTE1DRAFT_77431
FGRAMPH1_01T07441,NCU01033,NEUTE1DRAFT_135026
FGRAMPH1_01T07453,NCU01408,NEUTE1DRAFT_144053
FGRAMPH1_01T07455,NCU01407,NEUTE1DRAFT_97834
FGRAMPH1_01T07459,NCU01404,NEUTE1DRAFT_76029
FGRAMPH1_01T07461,NCU01403,NEUTE1DRAFT_76033
FGRAMPH1_01T07465,NCU01423,NEUTE1DRAFT_127485
FGRAMPH1_01T07467,NCU01422,NEUTE1DRAFT_115822
FGRAMPH1_01T07469,NCU01002,NEUTE1DRAFT_76774
FGRAMPH1_01T07471,NCU00706,NEUTE1DRAFT_96495
FGRAMPH1_01T07473,NCU03851,NEUTE1DRAFT_69493
FGRAMPH1_01T07485,NCU04584,NEUTE1DRAFT_77322
FGRAMPH1_01T07487,NCU04585,NEUTE1DRAFT_77324
FGRAMPH1_01T07489,NCU06731,NEUTE1DRAFT_119713
FGRAMPH1_01T07495,NCU06732,NEUTE1DRAFT_127403
FGRAMPH1_01T07511,NCU01041,NEUTE1DRAFT_58041
FGRAMPH1_01T07517,NCU01001,NEUTE1DRAFT_36957
FGRAMPH1_01T07519,NCU04279,NEUTE1DRAFT_119493
FGRAMPH1_01T07525,NCU06649,NEUTE1DRAFT_144027
FGRAMPH1_01T07529,NCU06654,NEUTE1DRAFT_144022
FGRAMPH1_01T07531,NCU06651,NEUTE1DRAFT_93699
FGRAMPH1_01T07537,NCU04634,NEUTE1DRAFT_98541
FGRAMPH1_01T07543,NCU04231,NEUTE1DRAFT_75270
FGRAMPH1_01T07547,NCU09852,NEUTE1DRAFT_74914
FGRAMPH1_01T07551,NCU04277,NEUTE1DRAFT_127198
FGRAMPH1_01T07563,NCU01006,NEUTE1DRAFT_144351
FGRAMPH1_01T07565,NCU01007,NEUTE1DRAFT_127786
FGRAMPH1_01T07567,NCU01008,NEUTE1DRAFT_115968
FGRAMPH1_01T07579,NCU06663,NEUTE1DRAFT_75912
FGRAMPH1_01T07581,NCU04276,NEUTE1DRAFT_115667
FGRAMPH1_01T07585,NCU06672,NEUTE1DRAFT_75898
FGRAMPH1_01T07587,NCU06673,NEUTE1DRAFT_127453
FGRAMPH1_01T07591,NCU04326,NEUTE1DRAFT_127160
FGRAMPH1_01T07599,NCU01169,NEUTE1DRAFT_144245
FGRAMPH1_01T07605,NCU04598,NEUTE1DRAFT_144583
FGRAMPH1_01T07615,NCU04601,NEUTE1DRAFT_128001
FGRAMPH1_01T07621,NCU04609,NEUTE1DRAFT_120372
FGRAMPH1_01T07623,NCU04604,NEUTE1DRAFT_77373
FGRAMPH1_01T07625,NCU04605,NEUTE1DRAFT_144589
FGRAMPH1_01T07627,NCU04606,NEUTE1DRAFT_88617
FGRAMPH1_01T07629,NCU08961,NEUTE1DRAFT_69960
FGRAMPH1_01T07631,NCU08962,NEUTE1DRAFT_74954
FGRAMPH1_01T07633,NCU08963,NEUTE1DRAFT_74955
FGRAMPH1_01T07635,NCU08964,NEUTE1DRAFT_115627
FGRAMPH1_01T07637,NCU08965,NEUTE1DRAFT_143656
FGRAMPH1_01T07643,NCU08966,NEUTE1DRAFT_127120
FGRAMPH1_01T07645,NCU06727,NEUTE1DRAFT_115772
FGRAMPH1_01T07651,NCU04281,NEUTE1DRAFT_143737
FGRAMPH1_01T07655,NCU11375,NEUTE1DRAFT_143649
FGRAMPH1_01T07657,NCU08972,NEUTE1DRAFT_134237
FGRAMPH1_01T07661,NCU04228,NEUTE1DRAFT_56595
FGRAMPH1_01T07663,NCU10062,NEUTE1DRAFT_143647
FGRAMPH1_01T07665,NCU01334,NEUTE1DRAFT_119869
FGRAMPH1_01T07667,NCU04256,NEUTE1DRAFT_127212
FGRAMPH1_01T07671,NCU04570,NEUTE1DRAFT_120338
FGRAMPH1_01T07673,NCU04571,NEUTE1DRAFT_120339
FGRAMPH1_01T07683,NCU11040,NEUTE1DRAFT_120335
FGRAMPH1_01T07687,NCU03877,NEUTE1DRAFT_88125
FGRAMPH1_01T07693,NCU03874,NEUTE1DRAFT_132098
FGRAMPH1_01T07725,NCU08926,NEUTE1DRAFT_127151
FGRAMPH1_01T07747,NCU10077,NEUTE1DRAFT_56373
FGRAMPH1_01T07749,NCU04333,NEUTE1DRAFT_119446
FGRAMPH1_01T07751,NCU08940,NEUTE1DRAFT_115642
FGRAMPH1_01T07757,NCU08931,NEUTE1DRAFT_119436
FGRAMPH1_01T07759,NCU08930,NEUTE1DRAFT_56352
FGRAMPH1_01T07761,NCU08929,NEUTE1DRAFT_143685
FGRAMPH1_01T07775,NCU08949,NEUTE1DRAFT_115634
FGRAMPH1_01T07779,NCU08947,NEUTE1DRAFT_115636
FGRAMPH1_01T07793,NCU09841,NEUTE1DRAFT_56251
FGRAMPH1_01T07799,NCU07196,NEUTE1DRAFT_36463
FGRAMPH1_01T07817,NCU04309,NEUTE1DRAFT_56433
FGRAMPH1_01T07819,NCU04308,NEUTE1DRAFT_56436
FGRAMPH1_01T07829,NCU11280,NEUTE1DRAFT_35170
FGRAMPH1_01T07877,NCU04252,NEUTE1DRAFT_56547
FGRAMPH1_01T07879,NCU03858,NEUTE1DRAFT_88157
FGRAMPH1_01T07881,NCU03857,NEUTE1DRAFT_49798
FGRAMPH1_01T07885,NCU01327,NEUTE1DRAFT_119876
FGRAMPH1_01T07891,NCU03855,NEUTE1DRAFT_88165
FGRAMPH1_01T07893,NCU03854,NEUTE1DRAFT_124857
FGRAMPH1_01T07897,NCU03852,NEUTE1DRAFT_124859
FGRAMPH1_01T07899,NCU04227,NEUTE1DRAFT_56597
FGRAMPH1_01T07901,NCU04225,NEUTE1DRAFT_56601
FGRAMPH1_01T07903,NCU04224,NEUTE1DRAFT_119534
FGRAMPH1_01T07911,NCU02325,NEUTE1DRAFT_124018
FGRAMPH1_01T07917,NCU01161,NEUTE1DRAFT_127697
FGRAMPH1_01T07927,NCU08954,NEUTE1DRAFT_56293
FGRAMPH1_01T07929,NCU08959,NEUTE1DRAFT_127122
FGRAMPH1_01T07931,NCU08960,NEUTE1DRAFT_119411
FGRAMPH1_01T07941,NCU08956,NEUTE1DRAFT_143661
FGRAMPH1_01T07943,NCU08927,NEUTE1DRAFT_56362
FGRAMPH1_01T07947,NCU01279,NEUTE1DRAFT_76264
FGRAMPH1_01T07949,NCU01339,NEUTE1DRAFT_34784
FGRAMPH1_01T07951,NCU01338,NEUTE1DRAFT_144103
FGRAMPH1_01T07955,NCU01336,NEUTE1DRAFT_97901
FGRAMPH1_01T07965,NCU07238,NEUTE1DRAFT_143618
FGRAMPH1_01T07981,NCU08957,NEUTE1DRAFT_36379
